src,tgt
320*875-(506*167)=,195498
(127-404)=,-277
394*986-153+752=,389083
(552-567)+(831-276)=,540
402+247=,649
250+594+(976*415)=,405884
(990*518)-794+164=,512190
526+672=,1198
(147-526)=,-379
(434*780)+126+136=,338782
398*(168*508)-489=,33966423
374-(937-744)+244=,425
174-155*(809-345)=,-71746
(152+272)*294=,124656
(622*787)=,489514
655-300=,355
825*655=,540375
565-470=,95
425*364=,154700
220-257=,-37
305-566=,-261
258+152+222*195=,43700
(551+789)=,1340
382*(765*181)*377=,19940898510
(729*527)*569+544=,218600671
(670*593)-414+725=,397621
(496-169)-817=,-490
968*820=,793760
780*871=,679380
(175*409)*856=,61268200
870-(813*260)=,-210510
(509+459)=,968
830-401=,429
(280-579)=,-299
646+923-608=,961
692-701=,-9
(695+138)=,833
224*584+348*867=,432532
643-517-543=,-417
(521-795)*252*146=,-10081008
132-711*(505+706)=,-860889
435-639=,-204
258-759=,-501
(158*159)-166=,24956
328*800-965=,261435
477+339-458=,358
(908-389)*744=,386136
(185*654)=,120990
693-349=,344
(320*563)+452*840=,559840
(511-970)+345=,-114
(842+819)=,1661
(150-188)*984=,-37392
(797+766)+923*311=,288616
(969-795)+(372-385)=,161
(384*434)=,166656
(159*476)=,75684
(214*548)-871-418=,115983
220+600+(907*100)=,91520
674-663=,11
(706+508)+786=,2000
775*533=,413075
(602+786)+492=,1880
901+900-975=,826
(857*615)*137*155=,11192012925
(622*305)-801-836=,188073
503-(695-518)-702=,-376
154*(454+140)=,91476
529*308=,162932
291+250=,541
(842+587)-(745*798)=,-593081
(631+794)+105=,1530
757-210=,547
960-431*(306+783)=,-468399
910*(354-538)=,-167440
688+285=,973
(875-357)+899=,1417
(882-788)-744=,-650
636+202=,838
(467-221)=,246
972*338*261=,85747896
(555*159)-202+698=,88741
(547-705)*667=,-105386
(669+328)*644*757=,486045476
819*542=,443898
(405-163)=,242
154-(485*113)=,-54651
(476+570)*(332*230)=,79872560
(258-758)*867=,-433500
(822*256)=,210432
(422+780)+(823+523)=,2548
907*486*869=,383056938
341+874+183=,1398
(335+490)*360*413=,122661000
(166+929)=,1095
(664-791)+517*297=,153422
979+931=,1910
720-(661*409)=,-269629
(877-661)*619=,133704
155-(560+212)-541=,-1158
(100*541)=,54100
702-(721+238)-586=,-843
783+(743-643)+208=,1091
(798*513)=,409374
199+966=,1165
619*(545+949)=,924786
(754+396)=,1150
(905*720)=,651600
(130-244)=,-114
702-559=,143
(127+579)*(794+295)=,768834
(406-356)*154+589=,8289
(992-268)=,724
241-(290*878)=,-254379
242+(768+745)-740=,1015
(688-607)-672=,-591
(366+547)-988+803=,728
609-623=,-14
(708*471)=,333468
(767*365)-646=,279309
392*268=,105056
(444-181)=,263
(250+650)=,900
906-455-224*743=,-165981
745*596*(518*595)=,136851404200
(245+557)=,802
(338*521)*(963+644)=,282989486
(696-676)-138*444=,-61252
753*262*982*717=,138907888884
473-674+787=,586
877-(448*534)=,-238355
(818+673)-733+297=,1055
(322*339)+634-948=,108844
704+596*757=,451876
(848+935)*174-302=,309940
(872*342)=,298224
563-(959*692)=,-663065
305-781=,-476
(989+217)=,1206
(423*581)=,245763
700-677*120=,-80540
(306+475)=,781
860*324+(948*743)=,983004
588-121+562-157=,872
(221-210)+913=,924
(716+973)+(532*426)=,228321
(932*655)-800*820=,-45540
184*(951*335)=,58619640
(642-859)=,-217
(662+184)*582=,492372
735*600*941=,414981000
(544+375)+337=,1256
(549-482)*512=,34304
636*(771+510)+106=,814822
(971+552)-735=,788
625*761=,475625
(463-445)-339=,-321
(537+132)-588=,81
635-847+920-733=,-25
(952-513)=,439
668-465-820-825=,-1442
813+363+970=,2146
(355*893)*710+577=,225081227
679+552-(930-553)=,854
(374+216)+915+588=,2093
(971+122)+(999+982)=,3074
637*(750+124)*701=,390273338
(257+496)-196-776=,-219
(814+474)+463-853=,898
175+(837+287)=,1299
(239-302)=,-63
709-994=,-285
370-504=,-134
985-(683*784)=,-534487
(376+114)-(518+983)=,-1011
(302*704)+156+421=,213185
(991+952)-404=,1539
177-999*367=,-366456
430*430*376*803=,55826487200
(296+113)=,409
(880+129)+711=,1720
993+(159-858)-806=,-512
(210+620)-381=,449
549*(477*972)=,254540556
(630*317)*230=,45933300
113+910=,1023
929-347*897=,-310330
925+702+(815+239)=,2681
(128*874)=,111872
744-955=,-211
(477*977)+843=,466872
(348+478)-330=,496
(620*555)*398*814=,111478765200
(580+393)+803=,1776
324+471*144+906=,69054
(493-270)*373=,83179
220-(841*452)=,-379912
277-(334-380)+483=,806
(684+802)=,1486
(243*423)+820=,103609
142-576=,-434
(424*915)=,387960
975*(776*249)*678=,127730725200
531*(212*161)=,18124092
309-199+756=,866
546+685-(385-329)=,1175
(473*621)-153=,293580
(639+259)=,898
373+(511-585)=,299
755+669=,1424
(519*280)+501=,145821
124*665*861=,70998060
(620-278)*123-226=,41840
(719-524)+818=,1013
(329-806)*809=,-385893
(855*882)+(129*616)=,833574
121*888*377=,40507896
(274*885)=,242490
(823*164)+564=,135536
982+(494*697)=,345300
506+(164-860)-157=,-347
(446-740)=,-294
196-807=,-611
320-(779*927)*264=,-190642792
(229*602)=,137858
904-404=,500
(934-285)=,649
596-845+569*985=,560216
(840-643)*911=,179467
(753-854)=,-101
468*225+146=,105446
(853*365)*733=,228215885
969+(679+377)=,2025
(545*139)=,75755
(431*853)*(250-330)=,-29411440
668+708=,1376
(155*557)=,86335
(489+293)+412-436=,758
474-612+955+722=,1539
(601*995)=,597995
(955-420)=,535
985+(923-714)*213=,45502
585+(925*388)-112=,359373
(522-627)+838*228=,190959
(594+782)+(949*260)=,248116
263*(960*555)*658=,92203171200
(615+953)=,1568
(781+618)*(309-750)=,-616959
967*616=,595672
(373*969)=,361437
(437-360)*444-462=,33726
(413-284)+(503-716)=,-84
(898+193)+495=,1586
645-126=,519
983-(485-511)*458=,12891
534*(827+382)*257=,165920742
(342*490)*(121+573)=,116300520
(770*501)+427-444=,385753
(585-203)*386+340=,147792
702+(967-110)=,1559
131-(879*678)=,-595831
(719*649)=,466631
383+248*746-154=,185237
(335-702)+498*892=,443849
106+(253+284)+404=,1047
973*595-331=,578604
392*(372*322)-973=,46954355
188+789=,977
977-298=,679
(115*194)=,22310
(285+142)-(136+945)=,-654
(690-877)*(324+842)=,-218042
(168*368)=,61824
(643+989)=,1632
(452+400)*(736+207)=,803436
530+(591+117)=,1238
304*524+102=,159398
625-986=,-361
524*(137-805)=,-350032
424+(198+826)=,1448
504+255=,759
(879*510)*(936-818)=,52898220
(899*702)+484-750=,630832
462+(756-112)=,1106
935*820=,766700
675+566=,1241
(270-494)=,-224
122+(724*841)=,609006
671-342-319+193=,203
162+749=,911
164-(454+277)=,-567
513+572=,1085
423*(102*100)-860=,4313740
(471*392)=,184632
165-114=,51
(943+266)*(767+323)=,1317810
148-(974*478)*647=,-301224936
364*175-857=,62843
(939+216)=,1155
(317+355)=,672
(326*755)-479=,245651
(593-795)*(538-801)=,53126
(366*849)-207=,310527
(674+952)-656-635=,335
(752-766)+227-587=,-374
449-414*285=,-117541
161+842=,1003
228+636=,864
356+121=,477
979-124+(878+657)=,2390
493-(589+907)=,-1003
505+(349+378)=,1232
(260*462)*(389-868)=,-57537480
400+(591*721)+636=,427147
603+648=,1251
(492*319)-835*883=,-580357
366*(345*299)*165=,6229530450
400-762=,-362
(178+779)*808=,773256
329*136+(242-720)=,44266
(318+753)=,1071
365+655=,1020
(421+158)*198-250=,114392
(813*402)-(344-615)=,327097
849+(459*424)=,195465
470+(383*325)=,124945
(605*361)*(305*395)=,26312342375
(558*502)*680=,190478880
925-(306*101)-163=,-30144
(575-978)=,-403
275*267+847=,74272
844-746-603+397=,-108
196*932=,182672
(351*714)*488=,122299632
(217*654)-628=,141290
381+(701+802)*802=,1205787
221+980*793=,777361
(960-608)=,352
337-505*540+497=,-271866
(471-536)+264=,199
(893*873)-276=,779313
625*441=,275625
(592*298)=,176416
(391-852)*501=,-230961
558-(555*551)=,-305247
320-(446-822)+346=,1042
(426+518)+567=,1511
806+152=,958
(934*135)*(391*560)=,27608666400
605*(238-583)=,-208725
710*(134*371)=,35296940
870+(706-154)=,1422
872+915=,1787
(127+997)=,1124
(453+315)-938*772=,-723368
297+928*924=,857769
(485+956)-495=,946
(399+233)-424=,208
444+(146+907)-135=,1362
(820*128)-(189+527)=,104244
(133-242)=,-109
(403-489)=,-86
481+(868*789)-249=,685084
175-519=,-344
(188-125)*808=,50904
(830-157)=,673
(909-333)-983=,-407
902*644=,580888
(989*198)+326=,196148
(343+289)+921+973=,2526
(337*996)+276+715=,336643
(682*528)=,360096
(832-964)=,-132
783+835+944-111=,2451
(788-760)*914*585=,14971320
(236+188)+298+869=,1591
459-249=,210
(811*791)*(129-982)=,-547200353
(179+164)+398*846=,337051
(199+680)=,879
(911-415)=,496
(614-180)=,434
229-(263*341)=,-89454
283*(379*219)=,23489283
(179+661)+380=,1220
(791-149)+(654*264)=,173298
(483-393)=,90
(176-513)+453=,116
(417*919)-875=,382348
(909*489)*(662-940)=,-123571278
(170+103)+575+111=,959
120-942=,-822
(340+502)=,842
(207*955)+149*882=,329103
(285+499)-(569*518)=,-293958
(868+661)+(411-868)=,1072
(495-726)=,-231
(345*965)=,332925
149+(218*410)=,89529
281-994-762+911=,-564
(826*694)*(821-324)=,284902268
877+(507+829)+654=,2867
734-911=,-177
670-175=,495
(476+639)*519=,578685
(227*336)+795-346=,76721
122+651=,773
158*930=,146940
371+631=,1002
907*316-805=,285807
834+723*950-181=,687503
232*878=,203696
(319*494)=,157586
873+712=,1585
237+226+(144*728)=,105295
411*(745+842)+814=,653071
(649+253)+843=,1745
(948*524)*800*598=,237646156800
(390+637)-715=,312
663*943=,625209
799+(385+188)-713=,659
906-(321+120)=,465
(568+368)+855=,1791
(584-897)+841=,528
296+(186+656)=,1138
918-153=,765
(306-856)=,-550
(497-740)+849*887=,752820
495-789-603=,-897
(634+629)*534=,674442
676*(326*602)+139=,132666491
(879+387)*651=,824166
553*(252+604)-108=,473260
(318+490)-108*372=,-39368
532-624-976=,-1068
(786-693)*945=,87885
(721-259)*710=,328020
(856+501)-805=,552
(504*348)*413=,72436896
(399-523)*(463+699)=,-144088
(452*989)+(545*923)=,950063
(592+947)+539=,2078
849*(205+303)=,431292
215+396+658=,1269
576*224=,129024
472-289=,183
153*(134*198)+986=,4060382
978-982=,-4
845+263=,1108
464-(222+625)=,-383
186+909=,1095
(837+451)*593=,763784
860-843=,17
(722+400)-792=,330
(101*799)-157-790=,79752
(172-170)=,2
748*813-(984*910)=,-287316
117-745=,-628
(263-104)*474=,75366
602-330*910+352=,-299346
290+(610-381)+225=,744
534*797*941+884=,400488602
662-176*891*182=,-28539850
624+683=,1307
(191+678)+459=,1328
259*341=,88319
(355*756)-293+582=,268669
548+760=,1308
(329-776)=,-447
680+456=,1136
351-504=,-153
(184-357)*565-798=,-98543
(437+495)=,932
(248*276)=,68448
604+256=,860
(733-259)-109=,365
461*676=,311636
(340*451)-(717-991)=,153614
(840*983)-(187+205)=,825328
(913*657)+172+959=,600972
856+673=,1529
788*(142*764)=,85488544
(567+257)+(933-791)=,966
977+241-470*838=,-392642
(795*999)=,794205
(250-382)*278=,-36696
754+538=,1292
606-327=,279
753-946*373*945=,-333450057
179+(949*750)*125=,88968929
255*558*460=,65453400
603+(111*631)*933=,65348856
262+613*(486-341)=,89147
603-550=,53
(484*379)-478=,182958
424*(178*209)=,15773648
(409-261)=,148
912+943=,1855
(877*667)-861=,584098
701*209=,146509
(858-620)+468=,706
(216*352)+229*787=,256255
(789-717)=,72
(937*604)*251+448=,142053396
(983+363)*(380+981)=,1831906
(677-764)+773=,686
222*(508*773)=,87175848
(670*952)*124=,79092160
332-496=,-164
451+(291+774)+689=,2205
290-335+388=,343
185-662*619=,-409593
326+(924+430)=,1680
613-519-451=,-357
(752+818)-213=,1357
314-192*(383-349)=,-6214
(144+635)-893=,-114
(887-380)=,507
560+499*369*572=,105323492
(410-729)*565=,-180235
164+(410-641)=,-67
(601*550)=,330550
862-(122-722)=,1462
516+(174+789)=,1479
(188+636)-436=,388
(197*813)*427=,68388747
466+(905*920)=,833066
322-(212-712)=,822
(862*726)=,625812
935-(637-242)*417=,-163780
704*875=,616000
(345+500)=,845
151-(831-680)-247=,-247
476-466=,10
813+(106*843)*991=,88554591
570*(796*116)=,52631520
756+106=,862
267*487*414=,53832006
(493+927)=,1420
377-906=,-529
899-730*408=,-296941
(316+706)+705*778=,549512
(524+144)*(815*483)=,262954860
(763-977)=,-214
813+(850+485)+121=,2269
(473-603)+546*476=,259766
346-721=,-375
361+113-(109*696)=,-75390
584*921+931=,538795
(256*121)*521=,16138496
621-566+(343+770)=,1168
(237*218)=,51666
763*275=,209825
(781+103)=,884
(999*829)-699=,827472
100*609*583*747=,26522010900
759-(221-587)-841=,284
397*116-123-650=,45279
(610+503)=,1113
342-(567*476)=,-269550
(739+638)*374=,514998
316*901-747-339=,283630
171*436+527*918=,558342
(553*769)-492=,424765
236+811+841=,1888
(814-681)=,133
394+783=,1177
(466*629)=,293114
142+559+251=,952
898*889=,798322
(468-939)=,-471
(263*605)=,159115
600*268*763=,122690400
830*729*(914-564)=,211774500
(201+342)*227=,123261
129-856=,-727
111+(447*354)-423=,157926
(363+466)*966*452=,361967928
890-(475+340)=,75
707-968=,-261
348*(763+958)=,598908
556+(830*985)=,818106
(165-855)=,-690
(954*521)=,497034
497*(663*707)=,232964277
(303*738)+250=,223864
(698*753)+(212+831)=,526637
735+925*675=,625110
736*772=,568192
718-(415+814)=,-511
894-994=,-100
913*(674*562)+895=,345834339
(105+731)+(216-936)=,116
(766+545)-773=,538
(158*207)=,32706
(573-828)*(198-477)=,71145
795*708=,562860
751-(696*315)=,-218489
896*652-443=,583749
(128+394)*(608+643)=,653022
317-(877*686)+688=,-600617
220*(956+286)=,273240
854+389+656=,1899
(208-731)=,-523
(544-396)-961=,-813
532-551-961+641=,-339
(275-794)=,-519
(131*697)+711=,92018
(991-449)-174=,368
(105+330)+237=,672
(674-902)=,-228
287*451-601=,128836
(360-102)=,258
541+365*796*700=,203378541
(286+462)+(781-229)=,1300
(178+116)=,294
721*763=,550123
962-(777*866)-593=,-672513
(138-756)+(545*935)=,508957
(406*679)+427=,276101
473+600=,1073
509-(280-913)=,1142
(191*562)=,107342
446-(109*586)=,-63428
320*(906*681)=,197435520
670+939=,1609
(290*618)+295+653=,180168
(426+154)=,580
682*925+(445-758)=,630537
(518*544)+586=,282378
667-702=,-35
603-129*690+450=,-87957
(973+672)*(835+455)=,2122050
458+(633-396)=,695
401-162+417=,656
284-(363+801)+212=,-668
905*711+579+201=,644235
(631*248)-768=,155720
360-929=,-569
145+400=,545
(722+710)=,1432
(884-404)-241+145=,384
505+957+666*450=,301162
208-613*900=,-551492
409-739*(124*865)=,-79264731
918+802*428=,344174
(711-267)-(446-227)=,225
(157-253)+184=,88
(211+559)=,770
(659-210)+(518+581)=,1548
565-380+798-199=,784
(610-991)*427+885=,-161802
260*568=,147680
(860+412)=,1272
(463-932)=,-469
(794-983)*349*931=,-61409691
660+498=,1158
698*297=,207306
(673+609)*978=,1253796
(470+491)=,961
(756-619)=,137
505+(454-487)-367=,105
(514+739)+970=,2223
137*623=,85351
(972*430)*120*404=,20262700800
(474*248)+981=,118533
971*(999+226)=,1189475
633+853-(120-950)=,2316
(518-871)*173-399=,-61468
(375-206)=,169
153*406=,62118
(810+134)*(837+769)=,1516064
(181*536)*724=,70239584
417-(867+225)*881=,-961635
(808*223)=,180184
(381-233)=,148
627+(969-846)-234=,516
(713-368)=,345
(989*603)+968*662=,1237183
586-(113+312)*647=,-274389
(640*806)=,515840
(966+992)-879=,1079
(940*115)*625*816=,55131000000
514*843-(995*579)=,-142803
(180*386)=,69480
(103-286)+584=,401
899+(720*447)=,322739
(825-653)-513=,-341
662-(588-420)=,494
750-730=,20
888+228=,1116
(844+512)*(730*500)=,494940000
987-765=,222
376*992=,372992
(516+861)+(160+719)=,2256
(961*280)*520=,139921600
(795+616)=,1411
640*478=,305920
(855+819)=,1674
(812*953)+(632*665)=,1194116
(808+465)-534+780=,1519
502-(515+189)+380=,178
(964-976)=,-12
(554+572)*851=,958226
(346*722)=,249812
(208-188)-363*258=,-93634
777+351=,1128
650+132=,782
(707*771)=,545097
(535*807)*(477*756)=,155692427940
(640*998)*218+462=,139241422
299+801=,1100
(188+411)-995=,-396
172+213=,385
(598*393)*372-576=,87424632
(959*357)-153=,342210
(698+754)*342*991=,492114744
118*(556-478)=,9204
(482+608)+740=,1830
114-(651*748)=,-486834
(616*589)-(831+569)=,361424
816-306*704=,-214608
(595-413)*467=,84994
(175*698)-848=,121302
795*175*758-900=,105455850
755-672*925=,-620845
521-(742-989)=,768
(193+454)=,647
(873*209)=,182457
(113*274)+(327-930)=,30359
(752*366)-859-548=,273825
199+150+491-800=,40
887+470*(971*508)=,231836847
576+701*(243*896)=,152627904
(856-613)=,243
322+420*571=,240142
(917+168)-989=,96
(785-713)-(864+743)=,-1535
725-(391+211)*645=,-387565
(537-432)*(303*172)=,5472180
400-411+(158*750)=,118489
596+184=,780
590-853-(299*446)=,-133617
153*(871+628)+276=,229623
(662*223)=,147626
(537+430)-658+129=,438
(215-335)=,-120
(564+850)=,1414
836+819=,1655
847*780*(414*259)=,70839929160
(180-731)*(470-612)=,78242
772-573-438=,-239
(409-683)+839=,565
940-(182+114)=,644
(232-926)-674+778=,-590
504-716+(124*641)=,79272
(573-572)+167=,168
856-(597*239)-378=,-142205
557-201-995=,-639
922-546+864-641=,599
(575-461)=,114
(101-983)+405+420=,-57
324-436*(835*241)=,-87738136
(712-942)=,-230
125+223+254=,602
(497*808)=,401576
786+455+322+661=,2224
577*470-693-707=,269790
804*466=,374664
(904*762)=,688848
(405*432)=,174960
477*298=,142146
(501*883)*193=,85379919
(790*727)*586-483=,336556897
(625+185)+722-583=,949
(668*984)*(358*527)=,124012425792
727+(197+283)*175=,84727
838+212+720=,1770
(554+610)=,1164
590*100=,59000
(119*270)*(671-881)=,-6747300
(760-373)-932*897=,-835617
(574*787)-(462+801)=,450475
985*692=,681620
229+700=,929
423*291+(581*249)=,267762
(547*681)*974=,362821818
(639*245)-328-900=,155327
500+342+716=,1558
402+481=,883
(625+716)-690=,651
426-983=,-557
837*(928-679)*841=,175275333
890*668=,594520
731+(362-277)+306=,1122
(373*261)=,97353
795*(653+656)+920=,1041575
(459*677)-396=,310347
726*982-326*307=,612850
(856+314)*(920-665)=,298350
126+768=,894
810+(212*663)+533=,141899
666*(940-748)=,127872
315-404=,-89
540+115*(292*168)=,5641980
978*(564*494)*916=,249597586368
539-134-528=,-123
(293*273)-440=,79549
(686*175)=,120050
693-971-621=,-899
(542+948)-325=,1165
223-805=,-582
879-842=,37
764*(536*723)-122=,296071270
(426+392)=,818
(869*934)*685=,555977510
(396*351)=,138996
139+692=,831
214-291=,-77
(652+781)=,1433
(749+653)*808-553=,1132263
(825-147)+(324+343)=,1345
806+570*549=,313736
556*803-(473-475)=,446470
(623-740)+735=,618
(541-148)-(974-809)=,228
(616-743)=,-127
386*(409-326)-825=,31213
234+(228+495)*901=,651657
(599+541)*742+326=,846206
(968-408)=,560
720-(413*412)-268=,-169704
(124*604)-(394+587)=,73915
502-349-157=,-4
(471-297)*510=,88740
(756+664)=,1420
963+(457+689)=,2109
(363-403)=,-40
(475*128)*816=,49612800
(984-885)-644*842=,-542149
(287*494)+136=,141914
(323-441)=,-118
(672+288)=,960
(300-600)*695*936=,-195156000
(779+330)*473+368=,524925
995-984+292=,303
375+555-333=,597
(345+976)=,1321
446-(299*935)=,-279119
746-(152-636)+889=,2119
641+(973+862)-851=,1625
733+290=,1023
727*(939+782)=,1251167
567+(952*628)*536=,320451383
(280*170)=,47600
367-846*843-931=,-713742
144-(390-705)=,459
579*292=,169068
(179+467)=,646
207+(396+738)=,1341
935+(873+119)-731=,1196
559+278*972+861=,271636
165+587=,752
(827+423)+615=,1865
(442+835)-(869-508)=,916
(348-389)*(264*246)=,-2662704
250+776*105=,81730
156*(340-597)=,-40092
(241+309)-285+334=,599
(257+456)+727=,1440
(219*972)=,212868
447+169-992=,-376
661+(223*301)=,67784
180*660*(689+733)=,168933600
900-654=,246
(421+603)=,1024
910+618=,1528
(210+331)*768-801=,414687
(423+134)+(766+563)=,1886
279+(129*256)-240=,33063
795+(301+925)-810=,1211
(585-139)=,446
267+(723+217)=,1207
237-963=,-726
(295*634)=,187030
350-906=,-556
(561-372)+(948+290)=,1427
(538+803)-691=,650
943*910=,858130
226-979=,-753
173+(566-107)*641=,294392
662-524=,138
325+612+569=,1506
(796*226)+909=,180805
(373*175)*297+937=,19387612
345+(215-731)=,-171
(995*907)-857+694=,902302
(315-675)+960=,600
969-850=,119
(305+399)+142-784=,62
806+(510-816)*762=,-232366
970*(792-498)=,285180
472*(725+165)-236=,419844
507*(321*138)=,22459086
(792*396)=,313632
(730-183)+(395-256)=,686
827+285=,1112
413*457=,188741
(216+301)*601*169=,52511173
590+(350+926)-527=,1339
769-(849-147)=,67
(925*967)*342=,305910450
(247*644)=,159068
595-597=,-2
(423-229)+660=,854
(450-417)*666-482=,21496
(219-250)*118+930=,-2728
(590-872)=,-282
959-329+(962*454)=,437378
(859+428)=,1287
877-828=,49
487*(352*452)=,77483648
431*(521-687)=,-71546
575-(461*812)=,-373757
647-883*(405*241)=,-86184568
224*(334-500)*975=,-36254400
395-604*944=,-569781
(138*241)=,33258
(245*543)-779*815=,-501850
456+(145+875)=,1476
(823*878)*151=,109111694
470+730=,1200
763-(798+447)=,-482
401-711-382-251=,-943
820*(735+959)-463=,1388617
341*651-(129+513)=,221349
(307-518)=,-211
(835+587)=,1422
(946*405)=,383130
555*731=,405705
(515-427)=,88
(553-491)=,62
(175-677)=,-502
(632+743)+561=,1936
(325+968)+(216-346)=,1163
179-(807-476)+356=,204
436*699*798=,243201672
924-598+(379+628)=,1333
391-799+495=,87
(773-276)=,497
386-(928-801)=,259
(906-903)=,3
916*233=,213428
297*666*(364*112)=,8063991936
334+(660*971)=,641194
(547*583)+488=,319389
324*719=,232956
(716-821)+858+246=,999
(272-553)-(200+912)=,-1393
586*(321-942)-538=,-364444
390*688-(831-198)=,267687
(785*757)*849=,504514005
